district,state,year,month,ndvi
Meerut,Uttar Pradesh,2023,4,0.376
Auraiya,Uttar Pradesh,2023,4,0.2553
Baghpat,Uttar Pradesh,2023,4,0.3551
Gautam Buddha Nagar,Uttar Pradesh,2023,4,0.2837
Kannauj,Uttar Pradesh,2023,4,0.2653
Sant Kabir Nagar,Uttar Pradesh,2023,4,0.2446
Pithoragarh,Uttarakhand,2023,4,0.2528
Almora,Uttarakhand,2023,4,0.511
Bageshwar,Uttarakhand,2023,4,0.4278
Chamoli,Uttarakhand,2023,4,0.23
Champawat,Uttarakhand,2023,4,0.541
Rudra Prayag,Uttarakhand,2023,4,0.3198
Aizawl,Mizoram,2023,4,0.7043
Lunglei,Mizoram,2023,4,0.655
Champhai,Mizoram,2023,4,0.6674
Kolasib,Mizoram,2023,4,0.6713
Mamit,Mizoram,2023,4,0.6624
Saiha,Mizoram,2023,4,0.6741
Serchhip,Mizoram,2023,4,0.6734
Bhagalpur,Bihar,2023,4,0.3289
Munger,Bihar,2023,4,0.2719
Rohtas,Bihar,2023,4,0.2394
Saharsa,Bihar,2023,4,0.4237
Sitamarhi,Bihar,2023,4,0.304
Banka,Bihar,2023,4,0.2585
Bhabua,Bihar,2023,4,0.24
Bhojpur,Bihar,2023,4,0.2488
Buxar,Bihar,2023,4,0.2446
Jamui,Bihar,2023,4,0.2646
Lakhisarai,Bihar,2023,4,0.2558
Sheikhpura,Bihar,2023,4,0.234
Sheohar,Bihar,2023,4,0.3164
Supaul,Bihar,2023,4,0.3527
Bokaro,Jharkhand,2023,4,0.3434
Chatra,Jharkhand,2023,4,0.2996
Garhwa,Jharkhand,2023,4,0.2805
Giridih,Jharkhand,2023,4,0.2862
Hazaribag,Jharkhand,2023,4,0.3297
Koderma,Jharkhand,2023,4,0.3127
Pakur,Jharkhand,2023,4,0.3333
Sahibganj,Jharkhand,2023,4,0.3248
Banas Kantha,Gujarat,2023,4,0.3492
Mahesana,Gujarat,2023,4,0.3331
Patan,Gujarat,2023,4,0.2532
Dumka,Jharkhand,2023,4,0.3419
Gumla,Jharkhand,2023,4,0.3385
Jamtara,Jharkhand,2023,4,0.3199
Latehar,Jharkhand,2023,4,0.3858
Palamu,Jharkhand,2023,4,0.2525
Pashchim Singhbhum,Jharkhand,2023,4,0.3643
Saraikela Kharsawan,Jharkhand,2023,4,0.3789
Simdega,Jharkhand,2023,4,0.3248
West Midnapore,West Bengal,2023,4,0.5122
East Nimar,Madhya Pradesh,2023,4,0.1893
Guna,Madhya Pradesh,2023,4,0.2027
Shahdol,Madhya Pradesh,2023,4,0.2741
Anuppur,Madhya Pradesh,2023,4,0.2888
Ashoknagar,Madhya Pradesh,2023,4,0.2092
Andaman Islands,Andaman and Nicobar,2023,4,0.4748
Nicobar Islands,Andaman and Nicobar,2023,4,0.4135
Barpeta,Assam,2023,4,0.428
Cachar,Assam,2023,4,0.5314
Darrang,Assam,2023,4,0.4559
Dhuburi,Assam,2023,4,0.4371
Dibrugarh,Assam,2023,4,0.3876
Goalpara,Assam,2023,4,0.4096
Golaghat,Assam,2023,4,0.3474
Kamrup,Assam,2023,4,0.4716
Karbi Anglong,Assam,2023,4,0.5024
Karimganj,Assam,2023,4,0.4979
Nagaon,Assam,2023,4,0.4139
Nalbari,Assam,2023,4,0.4741
North Cachar Hills,Assam,2023,4,0.6059
Sibsagar,Assam,2023,4,0.4464
Sonitpur,Assam,2023,4,0.3774
Bongaigaon,Assam,2023,4,0.5143
Dhemaji,Assam,2023,4,0.4562
Hailakandi,Assam,2023,4,0.5034
Jorhat,Assam,2023,4,0.3973
Kokrajhar,Assam,2023,4,0.5475
Lakhimpur,Assam,2023,4,0.476
Marigaon,Assam,2023,4,0.448
Tinsukia,Assam,2023,4,0.5332
Delhi,Delhi,2023,4,0.3046
Ahmadabad,Gujarat,2023,4,0.2339
Amreli,Gujarat,2023,4,0.2251
Bhavnagar,Gujarat,2023,4,0.2326
Gandhinagar,Gujarat,2023,4,0.3406
Jamnagar,Gujarat,2023,4,0.1878
Kachchh,Gujarat,2023,4,0.1528
Rajkot,Gujarat,2023,4,0.2167
Sabar Kantha,Gujarat,2023,4,0.3135
Surendranagar,Gujarat,2023,4,0.244
Vadodara,Gujarat,2023,4,0.3687
Bhiwani,Haryana,2023,4,0.2054
Gurgaon,Haryana,2023,4,0.2615
Jind,Haryana,2023,4,0.2707
Sirsa,Haryana,2023,4,0.2223
Faridabad,Haryana,2023,4,0.2431
Bilaspur,Himachal Pradesh,2023,4,0.4756
Chamba,Himachal Pradesh,2023,4,0.2686
Hamirpur,Himachal Pradesh,2023,4,0.5649
Kangra,Himachal Pradesh,2023,4,0.4467
Kinnaur,Himachal Pradesh,2023,4,0.0375
Kullu,Himachal Pradesh,2023,4,0.2514
Lahul and Spiti,Himachal Pradesh,2023,4,-0.0192
Mandi,Himachal Pradesh,2023,4,0.522
Shimla,Himachal Pradesh,2023,4,0.4431
Sirmaur,Himachal Pradesh,2023,4,0.5298
Solan,Himachal Pradesh,2023,4,0.4981
Una,Himachal Pradesh,2023,4,0.5196
Bishnupur,Manipur,2023,4,0.3764
Chandel,Manipur,2023,4,0.6049
Churachandpur,Manipur,2023,4,0.6374
Senapati,Manipur,2023,4,0.5058
Tamenglong,Manipur,2023,4,0.6164
Thoubal,Manipur,2023,4,0.3419
Ukhrul,Manipur,2023,4,0.5698
East Garo Hills,Meghalaya,2023,4,0.5955
Jaintia Hills,Meghalaya,2023,4,0.5454
West Khasi Hills,Meghalaya,2023,4,0.5809
Lawngtlai,Mizoram,2023,4,0.6023
Mokokchung,Nagaland,2023,4,0.6659
Mon,Nagaland,2023,4,0.6042
Phek,Nagaland,2023,4,0.5417
Tuensang,Nagaland,2023,4,0.5591
Wokha,Nagaland,2023,4,0.581
Zunheboto,Nagaland,2023,4,0.5333
Sundargarh,Orissa,2023,4,0.335
Amritsar,Punjab,2023,4,0.4085
Firozpur,Punjab,2023,4,0.3297
Gurdaspur,Punjab,2023,4,0.4315
Jalandhar,Punjab,2023,4,0.4036
Kapurthala,Punjab,2023,4,0.4031
Ludhiana,Punjab,2023,4,0.3701
Sangrur,Punjab,2023,4,0.3028
Ajmer,Rajasthan,2023,4,0.2116
Alwar,Rajasthan,2023,4,0.2516
Banswara,Rajasthan,2023,4,0.2263
Barmer,Rajasthan,2023,4,0.1265
Bhilwara,Rajasthan,2023,4,0.2254
Bikaner,Rajasthan,2023,4,0.097
Bundi,Rajasthan,2023,4,0.2175
Chittaurgarh,Rajasthan,2023,4,0.2177
Churu,Rajasthan,2023,4,0.1198
Dungarpur,Rajasthan,2023,4,0.2369
Jaisalmer,Rajasthan,2023,4,0.0943
Jalor,Rajasthan,2023,4,0.1906
Jhalawar,Rajasthan,2023,4,0.1937
Jhunjhunun,Rajasthan,2023,4,0.2051
Jodhpur,Rajasthan,2023,4,0.1313
Nagaur,Rajasthan,2023,4,0.148
Pali,Rajasthan,2023,4,0.199
Sikar,Rajasthan,2023,4,0.2036
Sirohi,Rajasthan,2023,4,0.2642
Tonk,Rajasthan,2023,4,0.1978
East,Sikkim,2023,4,0.3748
North Sikkim,Sikkim,2023,4,0.0921
South Sikkim,Sikkim,2023,4,0.3999
West Sikkim,Sikkim,2023,4,0.3027
West Tripura,Tripura,2023,4,0.627
Bankura,West Bengal,2023,4,0.4435
Barddhaman,West Bengal,2023,4,0.4902
Birbhum,West Bengal,2023,4,0.4235
Darjiling,West Bengal,2023,4,0.458
Haora,West Bengal,2023,4,0.531
Hugli,West Bengal,2023,4,0.55
Jalpaiguri,West Bengal,2023,4,0.501
Kochbihar,West Bengal,2023,4,0.5121
Maldah,West Bengal,2023,4,0.4355
Murshidabad,West Bengal,2023,4,0.398
Nadia,West Bengal,2023,4,0.4827
Puruliya,West Bengal,2023,4,0.394
Kolkata,West Bengal,2023,4,0.3235
North 24 Parganas,West Bengal,2023,4,0.4577
South 24 Parganas,West Bengal,2023,4,0.4569
East Siang,Arunachal Pradesh,2023,4,0.5233
Lohit,Arunachal Pradesh,2023,4,0.5758
Lower Subansiri,Arunachal Pradesh,2023,4,0.5662
Tirap,Arunachal Pradesh,2023,4,0.596
West Siang,Arunachal Pradesh,2023,4,0.6064
Changlang,Arunachal Pradesh,2023,4,0.6184
Lower Dibang Valley,Arunachal Pradesh,2023,4,0.5562
Papum Pare,Arunachal Pradesh,2023,4,0.595
Aurangabad,Bihar,2023,4,0.2472
Begusarai,Bihar,2023,4,0.2947
Darbhanga,Bihar,2023,4,0.2832
Gaya,Bihar,2023,4,0.266
Gopalganj,Bihar,2023,4,0.3033
Jehanabad,Bihar,2023,4,0.2748
Katihar,Bihar,2023,4,0.4921
Khagaria,Bihar,2023,4,0.4373
Madhubani,Bihar,2023,4,0.2963
Madhepura,Bihar,2023,4,0.4681
Muzaffarpur,Bihar,2023,4,0.3459
Nalanda,Bihar,2023,4,0.2657
Nawada,Bihar,2023,4,0.2738
Pashchim Champaran,Bihar,2023,4,0.3498
Patna,Bihar,2023,4,0.2516
Purba Champaran,Bihar,2023,4,0.339
Purnia,Bihar,2023,4,0.5627
Samastipur,Bihar,2023,4,0.3505
Saran,Bihar,2023,4,0.2814
Siwan,Bihar,2023,4,0.2807
Vaishali,Bihar,2023,4,0.3289
Araria,Bihar,2023,4,0.5203
Kishanganj,Bihar,2023,4,0.4913
Chandigarh,Chandigarh,2023,4,0.4207
Raigarh,Chhattisgarh,2023,4,0.3251
Deoghar,Jharkhand,2023,4,0.317
Godda,Jharkhand,2023,4,0.2859
Lohardaga,Jharkhand,2023,4,0.3629
Ranchi,Jharkhand,2023,4,0.3796
Dhanbad,Jharkhand,2023,4,0.3392
Balaghat,Madhya Pradesh,2023,4,0.3745
Betul,Madhya Pradesh,2023,4,0.2493
Bhind,Madhya Pradesh,2023,4,0.2303
Bhopal,Madhya Pradesh,2023,4,0.2151
Chhatarpur,Madhya Pradesh,2023,4,0.2417
Chhindwara,Madhya Pradesh,2023,4,0.2345
Damoh,Madhya Pradesh,2023,4,0.2147
Datia,Madhya Pradesh,2023,4,0.2376
Dewas,Madhya Pradesh,2023,4,0.2096
Dhar,Madhya Pradesh,2023,4,0.1905
Gwalior,Madhya Pradesh,2023,4,0.2318
Indore,Madhya Pradesh,2023,4,0.2094
Jhabua,Madhya Pradesh,2023,4,0.213
Narsinghpur,Madhya Pradesh,2023,4,0.3121
Panna,Madhya Pradesh,2023,4,0.2317
Raisen,Madhya Pradesh,2023,4,0.2115
Ratlam,Madhya Pradesh,2023,4,0.1958
Rewa,Madhya Pradesh,2023,4,0.2723
Sagar,Madhya Pradesh,2023,4,0.2161
Satna,Madhya Pradesh,2023,4,0.2353
Sehore,Madhya Pradesh,2023,4,0.2026
Seoni,Madhya Pradesh,2023,4,0.235
Shajapur,Madhya Pradesh,2023,4,0.1889
Shivpuri,Madhya Pradesh,2023,4,0.2304
Sidhi,Madhya Pradesh,2023,4,0.2788
Tikamgarh,Madhya Pradesh,2023,4,0.2271
Ujjain,Madhya Pradesh,2023,4,0.1897
Vidisha,Madhya Pradesh,2023,4,0.1848
Agra,Uttar Pradesh,2023,4,0.2303
Azamgarh,Uttar Pradesh,2023,4,0.2429
Ballia,Uttar Pradesh,2023,4,0.2266
Bara Banki,Uttar Pradesh,2023,4,0.3061
Bareilly,Uttar Pradesh,2023,4,0.3387
Bijnor,Uttar Pradesh,2023,4,0.3606
Etah,Uttar Pradesh,2023,4,0.2833
Fatehpur,Uttar Pradesh,2023,4,0.237
Ghaziabad,Uttar Pradesh,2023,4,0.3347
Ghazipur,Uttar Pradesh,2023,4,0.2514
Hardoi,Uttar Pradesh,2023,4,0.2717
Jalaun,Uttar Pradesh,2023,4,0.2573
Jaunpur,Uttar Pradesh,2023,4,0.2648
Jhansi,Uttar Pradesh,2023,4,0.2369
Kanpur,Uttar Pradesh,2023,4,0.2635
Lakhimpur Kheri,Uttar Pradesh,2023,4,0.3391
Lalitpur,Uttar Pradesh,2023,4,0.218
Lucknow,Uttar Pradesh,2023,4,0.3329
Mainpuri,Uttar Pradesh,2023,4,0.2572
Mirzapur,Uttar Pradesh,2023,4,0.2408
Muzaffarnagar,Uttar Pradesh,2023,4,0.3685
Pilibhit,Uttar Pradesh,2023,4,0.3626
Pratapgarh,Uttar Pradesh,2023,4,0.2832
Rae Bareli,Uttar Pradesh,2023,4,0.269
Rampur,Uttar Pradesh,2023,4,0.3473
Saharanpur,Uttar Pradesh,2023,4,0.4086
Shahjahanpur,Uttar Pradesh,2023,4,0.2685
Sitapur,Uttar Pradesh,2023,4,0.2981
Sultanpur,Uttar Pradesh,2023,4,0.2622
Unnao,Uttar Pradesh,2023,4,0.2856
Badaun,Uttar Pradesh,2023,4,0.2764
Firozabad,Uttar Pradesh,2023,4,0.236
Kanpur Dehat,Uttar Pradesh,2023,4,0.2431
Mau,Uttar Pradesh,2023,4,0.2435
Siddharth Nagar,Uttar Pradesh,2023,4,0.2462
Sonbhadra,Uttar Pradesh,2023,4,0.228
Dehra Dun,Uttarakhand,2023,4,0.5122
Pauri Garhwal,Uttarakhand,2023,4,0.5183
Haridwar,Uttarakhand,2023,4,0.4251
Tehri Garhwal,Uttarakhand,2023,4,0.4726
Uttarkashi,Uttarakhand,2023,4,0.289
Adilabad,Andhra Pradesh,2023,4,0.2765
Anantapur,Andhra Pradesh,2023,4,0.2554
Chittoor,Andhra Pradesh,2023,4,0.403
Cuddapah,Andhra Pradesh,2023,4,0.3188
East Godavari,Andhra Pradesh,2023,4,0.5207
Guntur,Andhra Pradesh,2023,4,0.3949
Hyderabad,Andhra Pradesh,2023,4,0.189
Karimnagar,Andhra Pradesh,2023,4,0.4
Khammam,Andhra Pradesh,2023,4,0.4462
Krishna,Andhra Pradesh,2023,4,0.3794
Kurnool,Andhra Pradesh,2023,4,0.2669
Mahbubnagar,Andhra Pradesh,2023,4,0.3081
Medak,Andhra Pradesh,2023,4,0.3586
Nalgonda,Andhra Pradesh,2023,4,0.3639
Nellore,Andhra Pradesh,2023,4,0.3247
Nizamabad,Andhra Pradesh,2023,4,0.3662
Prakasam,Andhra Pradesh,2023,4,0.338
Rangareddi,Andhra Pradesh,2023,4,0.3188
Srikakulam,Andhra Pradesh,2023,4,0.4569
Vishakhapatnam,Andhra Pradesh,2023,4,0.5441
Vizianagaram,Andhra Pradesh,2023,4,0.4953
Warangal,Andhra Pradesh,2023,4,0.464
West Godavari,Andhra Pradesh,2023,4,0.4624
North Goa,Goa,2023,4,0.4957
South Goa,Goa,2023,4,0.5163
Surat,Gujarat,2023,4,0.3522
The Dangs,Gujarat,2023,4,0.2934
Valsad,Gujarat,2023,4,0.3232
Navsari,Gujarat,2023,4,0.3984
Belgaum,Karnataka,2023,4,0.3596
Bellary,Karnataka,2023,4,0.2782
Bidar,Karnataka,2023,4,0.2401
Bijapur,Karnataka,2023,4,0.2522
Chikmagalur,Karnataka,2023,4,0.5172
Dakshin Kannad,Karnataka,2023,4,0.5169
Dharwad,Karnataka,2023,4,0.2727
Gulbarga,Karnataka,2023,4,0.2496
Hassan,Karnataka,2023,4,0.3813
Kodagu,Karnataka,2023,4,0.6293
Kolar,Karnataka,2023,4,0.3416
Mandya,Karnataka,2023,4,0.4212
Mysore,Karnataka,2023,4,0.3712
Raichur,Karnataka,2023,4,0.2956
Shimoga,Karnataka,2023,4,0.5091
Tumkur,Karnataka,2023,4,0.3292
Uttar Kannand,Karnataka,2023,4,0.5591
Bagalkot,Karnataka,2023,4,0.3186
Bangalore Rural,Karnataka,2023,4,0.3843
Bangalore Urban,Karnataka,2023,4,0.3284
Chamrajnagar,Karnataka,2023,4,0.4047
Chitradurga,Karnataka,2023,4,0.2601
Davanagere,Karnataka,2023,4,0.4041
Gadag,Karnataka,2023,4,0.2323
Haveri,Karnataka,2023,4,0.3001
Koppal,Karnataka,2023,4,0.2618
Udupi,Karnataka,2023,4,0.5209
Kannur,Kerala,2023,4,0.5105
Ernakulam,Kerala,2023,4,0.49
Idukki,Kerala,2023,4,0.6455
Kasaragod,Kerala,2023,4,0.4614
Kottayam,Kerala,2023,4,0.5766
Kozhikode,Kerala,2023,4,0.3938
Malappuram,Kerala,2023,4,0.4572
Palakkad,Kerala,2023,4,0.5282
Pattanamtitta,Kerala,2023,4,0.6966
Kollam,Kerala,2023,4,0.5897
Thrissur,Kerala,2023,4,0.4481
Thiruvananthapuram,Kerala,2023,4,0.5341
Wayanad,Kerala,2023,4,0.5687
Alappuzha,Kerala,2023,4,0.3215
Kavaratti,Lakshadweep,2023,4,-0.0186
Akola,Maharashtra,2023,4,0.2405
Amravati,Maharashtra,2023,4,0.2717
Bhandara,Maharashtra,2023,4,0.3703
Buldana,Maharashtra,2023,4,0.2562
Chandrapur,Maharashtra,2023,4,0.2601
Dhule,Maharashtra,2023,4,0.2394
Garhchiroli,Maharashtra,2023,4,0.3002
Jalgaon,Maharashtra,2023,4,0.2806
Kolhapur,Maharashtra,2023,4,0.4393
Latur,Maharashtra,2023,4,0.2473
Nagpur,Maharashtra,2023,4,0.2536
Nanded,Maharashtra,2023,4,0.2653
Nashik,Maharashtra,2023,4,0.2751
Osmanabad,Maharashtra,2023,4,0.2382
Pune,Maharashtra,2023,4,0.3043
Raigarh,Maharashtra,2023,4,0.3706
Ratnagiri,Maharashtra,2023,4,0.4363
Sindhudurg,Maharashtra,2023,4,0.4942
Sangli,Maharashtra,2023,4,0.2724
Satara,Maharashtra,2023,4,0.293
Solapur,Maharashtra,2023,4,0.2907
Thane,Maharashtra,2023,4,0.2986
Wardha,Maharashtra,2023,4,0.2146
Yavatmal,Maharashtra,2023,4,0.2322
Aurangabad,Maharashtra,2023,4,0.2622
Ahmednagar,Maharashtra,2023,4,0.294
Bid,Maharashtra,2023,4,0.258
Gondiya,Maharashtra,2023,4,0.3644
Hingoli,Maharashtra,2023,4,0.2386
Jalna,Maharashtra,2023,4,0.2553
Mumbai Suburban,Maharashtra,2023,4,0.3202
Mumbai city,Maharashtra,2023,4,0.1792
Parbhani,Maharashtra,2023,4,0.2792
Washim,Maharashtra,2023,4,0.2244
Cuttack,Orissa,2023,4,0.4464
Dhenkanal,Orissa,2023,4,0.4316
Ganjam,Orissa,2023,4,0.4914
Kalahandi,Orissa,2023,4,0.4178
Keonjhar,Orissa,2023,4,0.3651
Koraput,Orissa,2023,4,0.4654
Mayurbhanj,Orissa,2023,4,0.4386
Puri,Orissa,2023,4,0.2791
Sambalpur,Orissa,2023,4,0.4053
Angul,Orissa,2023,4,0.4076
Baleshwar,Orissa,2023,4,0.4827
Baragarh,Orissa,2023,4,0.4476
Bhadrak,Orissa,2023,4,0.3408
Bolangir,Orissa,2023,4,0.3699
Boudh,Orissa,2023,4,0.4029
Deogarh,Orissa,2023,4,0.3476
Gajapati,Orissa,2023,4,0.5671
Jagatsinghpur,Orissa,2023,4,0.3785
Jajpur,Orissa,2023,4,0.3783
Jharsuguda,Orissa,2023,4,0.2874
Kandhamal,Orissa,2023,4,0.4717
Kendrapara,Orissa,2023,4,0.3848
Khordha,Orissa,2023,4,0.456
Malkangiri,Orissa,2023,4,0.4326
Nabarangpur,Orissa,2023,4,0.3626
Nayagarh,Orissa,2023,4,0.5242
Nuapada,Orissa,2023,4,0.3566
Rayagada,Orissa,2023,4,0.5268
Sonepur,Orissa,2023,4,0.4413
Thoothukudi,Tamil Nadu,2023,4,0.2328
Coimbatore,Tamil Nadu,2023,4,0.4008
Dharmapuri,Tamil Nadu,2023,4,0.4186
Virudhunagar,Tamil Nadu,2023,4,0.3081
Kanniyakumari,Tamil Nadu,2023,4,0.533
Nilgiris,Tamil Nadu,2023,4,0.6133
Erode,Tamil Nadu,2023,4,0.4011
Pudukkottai,Tamil Nadu,2023,4,0.301
Dindigul,Tamil Nadu,2023,4,0.4209
Ramanathapuram,Tamil Nadu,2023,4,0.2165
Salem,Tamil Nadu,2023,4,0.433
Thanjavur,Tamil Nadu,2023,4,0.3841
Sivaganga,Tamil Nadu,2023,4,0.3038
Tiruchchirappalli,Tamil Nadu,2023,4,0.3528
Tirunelveli Kattabo,Tamil Nadu,2023,4,0.3766
Ariyalur,Tamil Nadu,2023,4,0.3772
Chennai,Tamil Nadu,2023,4,0.2252
Cuddalore,Tamil Nadu,2023,4,0.407
Kancheepuram,Tamil Nadu,2023,4,0.3547
Karur,Tamil Nadu,2023,4,0.2848
Madurai,Tamil Nadu,2023,4,0.3841
Nagapattinam,Tamil Nadu,2023,4,0.3394
Namakkal,Tamil Nadu,2023,4,0.3779
Perambalur,Tamil Nadu,2023,4,0.3529
Theni,Tamil Nadu,2023,4,0.4557
Thiruvallur,Tamil Nadu,2023,4,0.4042
Tiruvannamalai,Tamil Nadu,2023,4,0.4151
Vellore,Tamil Nadu,2023,4,0.4141
Villupuram,Tamil Nadu,2023,4,0.4107
East Midnapore,West Bengal,2023,4,0.5058
Durg,Chhattisgarh,2023,4,0.3203
Bastar,Chhattisgarh,2023,4,0.4044
Dantewada,Chhattisgarh,2023,4,0.4121
Dhamtari,Chhattisgarh,2023,4,0.3786
Janjgir-Champa,Chhattisgarh,2023,4,0.2977
Kanker,Chhattisgarh,2023,4,0.3601
Mahasamund,Chhattisgarh,2023,4,0.3813
Raipur,Chhattisgarh,2023,4,0.3206
Raj Nandgaon,Chhattisgarh,2023,4,0.2911
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2023,4,0.2872
Daman,Daman and Diu,2023,4,0.1238
Junagadh,Daman and Diu,2023,4,0.3461
Burhanpur,Madhya Pradesh,2023,4,0.259
Karaikal,Puducherry,2023,4,0.3097
Mahe,Puducherry,2023,4,0.4047
Puducherry,Puducherry,2023,4,0.4308
Yanam,Puducherry,2023,4,0.4304
Karnal,Haryana,2023,7,0.1281
Kurukshetra,Haryana,2023,7,0.2131
Mahendragarh,Haryana,2023,7,0.4511
Sonepat,Haryana,2023,7,0.1981
Kaithal,Haryana,2023,7,0.1593
Panipat,Haryana,2023,7,0.1486
Rewari,Haryana,2023,7,0.3462
Yamuna Nagar,Haryana,2023,7,0.2731
Bharatpur,Rajasthan,2023,7,0.242
Dhaulpur,Rajasthan,2023,7,0.0
Purba Singhbhum,Jharkhand,2023,7,0.0
Gorakhpur,Uttar Pradesh,2023,7,0.0
Maharajganj,Uttar Pradesh,2023,7,0.4246
Kota,Rajasthan,2023,7,0.0
Baran,Rajasthan,2023,7,0.0
East Khasi Hills,Meghalaya,2023,7,0.0
West Garo Hills,Meghalaya,2023,7,0.6643
Ri-Bhoi,Meghalaya,2023,7,0.0
South Garo Hills,Meghalaya,2023,7,0.0
Patiala,Punjab,2023,7,0.1487
Rupnagar,Punjab,2023,7,0.3347
Fatehgarh Sahib,Punjab,2023,7,0.1876
Dakshin Dinajpur,West Bengal,2023,7,0.0
Uttar Dinajpur,West Bengal,2023,7,0.0
Ambala,Haryana,2023,7,0.2041
Panchkula,Haryana,2023,7,0.1716
Deoria,Uttar Pradesh,2023,7,0.0
Kushinagar,Uttar Pradesh,2023,7,0.0
Bathinda,Punjab,2023,7,0.3339
Hoshiarpur,Punjab,2023,7,0.3813
Mansa,Punjab,2023,7,0.3294
Muktsar,Punjab,2023,7,0.2636
Nawan Shehar,Punjab,2023,7,0.3361
North Tripura,Tripura,2023,7,0.699
South Tripura,Tripura,2023,7,0.0
Dhalai,Tripura,2023,7,0.645
Hamirpur,Uttar Pradesh,2023,7,0.0
Mahoba,Uttar Pradesh,2023,7,0.6511
Faridkot,Punjab,2023,7,0.272
Moga,Punjab,2023,7,0.1935
Jaipur,Rajasthan,2023,7,0.4127
Udaipur,Rajasthan,2023,7,0.0
Dausa,Rajasthan,2023,7,0.3209
Rajsamand,Rajasthan,2023,7,0.0
Bahraich,Uttar Pradesh,2023,7,0.4537
Faizabad,Uttar Pradesh,2023,7,0.0
Ambedkar Nagar,Uttar Pradesh,2023,7,0.0
Sant Ravi Das Nagar,Uttar Pradesh,2023,7,0.0
Shravasti,Uttar Pradesh,2023,7,0.4679
Naini Tal,Uttarakhand,2023,7,0.7306
Udham Singh Nagar,Uttarakhand,2023,7,0.5515
East Imphal,Manipur,2023,7,0.0
West Imphal,Manipur,2023,7,0.0
Sawai Madhopur,Rajasthan,2023,7,0.0
Karauli,Rajasthan,2023,7,0.0
Aligarh,Uttar Pradesh,2023,7,0.4686
Allahabad,Uttar Pradesh,2023,7,0.2092
Banda,Uttar Pradesh,2023,7,0.0
Gonda,Uttar Pradesh,2023,7,0.553
Mathura,Uttar Pradesh,2023,7,0.3477
Moradabad,Uttar Pradesh,2023,7,0.5361
Varanasi,Uttar Pradesh,2023,7,0.0
Balrampur,Uttar Pradesh,2023,7,0.5324
Chandauli,Uttar Pradesh,2023,7,0.0
Chitrakoot,Uttar Pradesh,2023,7,0.0
Hathras,Uttar Pradesh,2023,7,0.0
Jyotiba Phule Nagar,Uttar Pradesh,2023,7,0.6649
Kaushambi,Uttar Pradesh,2023,7,0.0
Bharuch,Gujarat,2023,7,0.0
Junagadh,Gujarat,2023,7,0.0
Kheda,Gujarat,2023,7,0.0
Anand,Gujarat,2023,7,0.0
Dahod,Gujarat,2023,7,0.0
Narmada,Gujarat,2023,7,0.0
Panch Mahals,Gujarat,2023,7,0.0
Porbandar,Gujarat,2023,7,0.0
Hisar,Haryana,2023,7,0.2733
Rohtak,Haryana,2023,7,0.2366
Fatehabad,Haryana,2023,7,0.273
Jhajjar,Haryana,2023,7,0.289
Nandurbar,Maharashtra,2023,7,0.0
Kohima,Nagaland,2023,7,0.0
Dimapur,Nagaland,2023,7,0.0
Ganganagar,Rajasthan,2023,7,0.1825
Hanumangarh,Rajasthan,2023,7,0.1788
Bilaspur,Chhattisgarh,2023,7,0.0
Jashpur,Chhattisgarh,2023,7,0.0
Kawardha,Chhattisgarh,2023,7,0.0
Korba,Chhattisgarh,2023,7,0.0
Koriya,Chhattisgarh,2023,7,0.0
Surguja,Chhattisgarh,2023,7,0.0
Hoshangabad,Madhya Pradesh,2023,7,0.0
Jabalpur,Madhya Pradesh,2023,7,0.0
Mandla,Madhya Pradesh,2023,7,0.0
Mandsaur,Madhya Pradesh,2023,7,0.0
Morena,Madhya Pradesh,2023,7,0.0
Rajgarh,Madhya Pradesh,2023,7,0.0
West Nimar,Madhya Pradesh,2023,7,0.0
Barwani,Madhya Pradesh,2023,7,0.0
Dindori,Madhya Pradesh,2023,7,0.0
Harda,Madhya Pradesh,2023,7,0.0
Katni,Madhya Pradesh,2023,7,0.0
Neemuch,Madhya Pradesh,2023,7,0.0
Sheopur,Madhya Pradesh,2023,7,0.0
Umaria,Madhya Pradesh,2023,7,0.0
Basti,Uttar Pradesh,2023,7,0.0
Bulandshahr,Uttar Pradesh,2023,7,0.523
Etawah,Uttar Pradesh,2023,7,0.0
Farrukhabad,Uttar Pradesh,2023,7,0.3219
Meerut,Uttar Pradesh,2023,7,0.5849
Auraiya,Uttar Pradesh,2023,7,0.0
Baghpat,Uttar Pradesh,2023,7,0.167
Gautam Buddha Nagar,Uttar Pradesh,2023,7,0.0
Kannauj,Uttar Pradesh,2023,7,0.3235
Sant Kabir Nagar,Uttar Pradesh,2023,7,0.4161
Pithoragarh,Uttarakhand,2023,7,0.5733
Almora,Uttarakhand,2023,7,0.5549
Bageshwar,Uttarakhand,2023,7,0.1426
Chamoli,Uttarakhand,2023,7,0.0
Champawat,Uttarakhand,2023,7,0.5895
Rudra Prayag,Uttarakhand,2023,7,0.3078
Aizawl,Mizoram,2023,7,0.0
Lunglei,Mizoram,2023,7,0.0
Champhai,Mizoram,2023,7,0.0
Kolasib,Mizoram,2023,7,0.0
Mamit,Mizoram,2023,7,0.7481
Saiha,Mizoram,2023,7,0.0
Serchhip,Mizoram,2023,7,0.0
Bhagalpur,Bihar,2023,7,0.0
Munger,Bihar,2023,7,0.0
